zip,zip,population,gay tax rate,overall tax paid,income
19070,19070,6860.0,1390,92.0,1
19072,19072,9500.0,2170,188.0,1
19073,19073,18350.0,4530,259.0,1
19074,19074,5360.0,1020,59.0,1
19075,19075,7350.0,1700,67.0,1
19076,19076,5850.0,1000,72.0,1
19078,19078,10640.0,2120,91.0,1
19079,19079,8320.0,680,61.0,1
19081,19081,8770.0,2050,76.0,1
19082,19082,37030.0,4400,957.0,1
19083,19083,36130.0,8170,445.0,1
19085,19085,5790.0,1480,113.0,1
19086,19086,11530.0,2670,118.0,1
19087,19087,30040.0,6890,541.0,1
19090,19090,18330.0,3560,229.0,1
19094,19094,3760.0,600,44.0,1
19095,19095,5830.0,1080,79.0,1
19096,19096,13550.0,3300,167.0,1
19102,19102,3540.0,550,61.0,1
19103,19103,18010.0,2960,354.0,1
19104,19104,20970.0,1500,345.0,1
19106,19106,9360.0,1740,198.0,1
19107,19107,8630.0,1180,240.0,1
19111,19111,55750.0,8040,1093.0,1
19114,19114,27010.0,4680,370.0,1
19115,19115,29290.0,6050,667.0,1
19116,19116,28170.0,6060,912.0,1
19118,19118,7970.0,1690,158.0,1
19119,19119,22270.0,3360,384.0,1
19120,19120,56440.0,4120,1001.0,1
19121,19121,21670.0,620,267.0,1
19122,19122,12020.0,810,288.0,1
19123,19123,11150.0,1240,256.0,1
19124,19124,55160.0,3840,797.0,1
19125,19125,18370.0,2510,525.0,1
19126,19126,12790.0,1040,149.0,1
19127,19127,3880.0,490,99.0,1
19128,19128,29380.0,5420,388.0,1
19129,19129,8380.0,1180,118.0,1
19130,19130,19810.0,3010,441.0,1
19131,19131,29600.0,1940,478.0,1
19132,19132,26150.0,800,206.0,1
19133,19133,17350.0,630,213.0,1
19134,19134,43150.0,3260,944.0,1
19135,19135,27390.0,2740,333.0,1
19136,19136,28700.0,4110,399.0,1
19137,19137,7160.0,1050,86.0,1
19138,19138,26730.0,1600,231.0,1
19139,19139,31220.0,1380,444.0,1
19140,19140,39000.0,1620,473.0,1
19141,19141,23580.0,1310,262.0,1
19142,19142,25780.0,1370,433.0,1
19143,19143,50510.0,2980,768.0,1
19144,19144,31400.0,2110,486.0,1
19145,19145,38880.0,4730,723.0,1
19146,19146,30600.0,3440,515.0,1
19147,19147,30500.0,4940,770.0,1
19148,19148,42340.0,6230,850.0,1
19149,19149,48300.0,6090,1065.0,1
19150,19150,20030.0,1860,227.0,1
19151,19151,26360.0,1890,318.0,1
19152,19152,28630.0,5130,743.0,1
19153,19153,10490.0,970,157.0,1
19154,19154,30420.0,5730,281.0,1
19312,19312,11680.0,2830,148.0,1
19333,19333,7250.0,1640,108.0,1
19342,19342,17680.0,4270,185.0,1
19401,19401,37610.0,4520,487.0,1
19403,19403,41270.0,9250,474.0,1
19405,19405,4900.0,710,57.0,1
19406,19406,22450.0,4890,298.0,1
19422,19422,18850.0,4630,260.0,1
19426,19426,35810.0,8430,417.0,1
19428,19428,16650.0,3020,230.0,1
19436,19436,480.0,0,0.0,1
19444,19444,10430.0,2480,123.0,1
19446,19446,53750.0,12000,571.0,1
19454,19454,27450.0,6320,367.0,1
19460,19460,37980.0,8260,518.0,1
19462,19462,14990.0,3360,175.0,1
19477,19477,280.0,0,0.0,1
20001,20001,35500.0,3320,644.0,1
20002,20002,51150.0,5360,751.0,1
20003,20003,23520.0,3780,317.0,1
20004,20004,1320.0,0,0.0,1
20005,20005,9770.0,990,205.0,1
20006,20006,810.0,0,27.0,1
20007,20007,19220.0,3600,427.0,1
20008,20008,23930.0,4130,459.0,1
20009,20009,41830.0,4350,915.0,1
20010,20010,28060.0,2620,804.0,1
20011,20011,62220.0,6350,1506.0,1
20012,20012,13350.0,1980,306.0,1
20015,20015,14800.0,3460,212.0,1
20016,20016,24550.0,5210,507.0,1
20017,20017,16130.0,1860,298.0,1
20018,20018,16080.0,1540,234.0,1
20019,20019,51210.0,1870,456.0,1
20020,20020,44660.0,1880,451.0,1
20024,20024,10670.0,1030,177.0,1
20032,20032,31790.0,1650,216.0,1
20036,20036,4510.0,470,129.0,1
20037,20037,6300.0,900,163.0,1
20601,20601,24600.0,3980,281.0,1
20603,20603,29890.0,4880,272.0,1
20607,20607,11240.0,2050,100.0,1
20613,20613,13870.0,2360,188.0,1
20616,20616,6410.0,910,71.0,1
20623,20623,2920.0,470,16.0,1
20705,20705,27880.0,3930,901.0,1
20706,20706,42660.0,4910,934.0,1
20707,20707,34030.0,4970,757.0,1
20708,20708,26450.0,3060,588.0,1
20710,20710,9690.0,730,235.0,1
20712,20712,8720.0,860,347.0,1
20715,20715,24580.0,4920,314.0,1
20716,20716,20710.0,3010,258.0,1
20720,20720,23400.0,4040,327.0,1
20721,20721,28290.0,4540,350.0,1
20722,20722,6130.0,650,225.0,1
20735,20735,36010.0,5130,434.0,1
20737,20737,25940.0,2590,790.0,1
20740,20740,18780.0,2860,581.0,1
20743,20743,35730.0,2570,480.0,1
20744,20744,50410.0,7300,905.0,1
20745,20745,28730.0,2450,875.0,1
20746,20746,26900.0,1910,341.0,1
20747,20747,36050.0,2580,435.0,1
20748,20748,35640.0,3210,595.0,1
20762,20762,2830.0,640,0.0,1
20769,20769,6960.0,1270,115.0,1
20770,20770,24120.0,2600,562.0,1
20772,20772,42630.0,6210,466.0,1
20774,20774,45540.0,5920,498.0,1
20781,20781,14380.0,1660,433.0,1
20782,20782,31920.0,3530,1093.0,1
20783,20783,49520.0,4750,2920.0,1
20784,20784,33800.0,3360,952.0,1
20785,20785,38480.0,3340,620.0,1
20812,20812,330.0,0,87.0,1
20814,20814,25950.0,5450,445.0,1
20815,20815,27060.0,6310,502.0,1
20816,20816,15470.0,3750,293.0,1
20817,20817,34350.0,8360,557.0,1
20818,20818,1740.0,410,31.0,1
20832,20832,25420.0,5660,357.0,1
20850,20850,43490.0,9060,880.0,1
20851,20851,14490.0,2420,557.0,1
20852,20852,38770.0,7760,906.0,1
20853,20853,30610.0,6290,945.0,1
20854,20854,48030.0,12440,803.0,1
20855,20855,14800.0,3550,284.0,1
20860,20860,1820.0,390,37.0,1
20861,20861,2030.0,490,23.0,1
20866,20866,14410.0,2300,253.0,1
20868,20868,760.0,0,79.0,1
20895,20895,18690.0,4140,347.0,1
20901,20901,37050.0,6460,1138.0,1
20902,20902,52380.0,8330,2169.0,1
20903,20903,26450.0,2970,1302.0,1
20904,20904,55730.0,8650,1430.0,1
20905,20905,18350.0,4170,375.0,1
20906,20906,68290.0,10730,2704.0,1
20910,20910,38380.0,6370,835.0,1
20912,20912,24520.0,3690,842.0,1
22003,22003,54440.0,11110,1779.0,1
22027,22027,2180.0,540,80.0,1
22030,22030,48370.0,10310,901.0,1
22031,22031,30540.0,6350,669.0,1
22032,22032,29340.0,7100,395.0,1
22041,22041,24680.0,3950,996.0,1
22042,22042,31780.0,6100,1100.0,1
22043,22043,23270.0,4810,468.0,1
22044,22044,11890.0,2130,457.0,1
22046,22046,16730.0,3640,271.0,1
22060,22060,9930.0,2120,22.0,1
22066,22066,18030.0,4660,240.0,1
22079,22079,33380.0,6490,481.0,1
22101,22101,29350.0,7270,483.0,1
22102,22102,22490.0,4860,461.0,1
22150,22150,27470.0,5150,845.0,1
22151,22151,17390.0,3770,598.0,1
22152,22152,28940.0,6410,488.0,1
22153,22153,32260.0,7560,401.0,1
22180,22180,24690.0,5560,386.0,1
22181,22181,14690.0,3530,237.0,1
22182,22182,25540.0,6310,383.0,1
22201,22201,31540.0,4780,442.0,1
22202,22202,19030.0,3230,244.0,1
22203,22203,19910.0,2970,347.0,1
22204,22204,46970.0,7210,1451.0,1
22205,22205,17380.0,3920,244.0,1
22206,22206,19280.0,3150,284.0,1
22207,22207,31470.0,7280,481.0,1
22209,22209,10840.0,1600,249.0,1
22211,22211,630.0,0,0.0,1
22213,22213,3320.0,760,32.0,1
22301,22301,12980.0,2910,161.0,1
22302,22302,16090.0,2940,238.0,1
22303,22303,14150.0,2370,278.0,1
22304,22304,42670.0,6570,1093.0,1
22305,22305,15520.0,2310,269.0,1
22306,22306,31310.0,4910,705.0,1
22307,22307,9770.0,2090,129.0,1
22308,22308,13570.0,3440,111.0,1
22309,22309,31980.0,5490,631.0,1
22310,22310,28420.0,5820,518.0,1
22311,22311,17150.0,2550,581.0,1
22312,22312,29310.0,4900,958.0,1
22314,22314,29600.0,5880,370.0,1
22315,22315,26950.0,5800,383.0,1
30002,30002,5600.0,1010,88.0,1
30008,30008,27380.0,3300,712.0,1
30021,30021,24670.0,3230,458.0,1
30022,30022,63230.0,14000,1135.0,1
30030,30030,25880.0,5200,401.0,1
30032,30032,36730.0,2620,639.0,1
30033,30033,24940.0,4980,522.0,1
30034,30034,39460.0,3320,569.0,1
30035,30035,18950.0,1290,332.0,1
30038,30038,34160.0,2950,438.0,1
30058,30058,49210.0,3610,656.0,1
30060,30060,33780.0,3760,961.0,1
30062,30062,63860.0,14160,1063.0,1
30064,30064,46110.0,10140,679.0,1
30066,30066,54970.0,11980,1054.0,1
30067,30067,42290.0,6350,1307.0,1
30068,30068,33070.0,7980,592.0,1
30071,30071,25540.0,3210,1018.0,1
30075,30075,53280.0,12550,869.0,1
30076,30076,43230.0,8090,855.0,1
30079,30079,2450.0,270,64.0,1
30080,30080,46450.0,7040,931.0,1
30082,30082,24800.0,4590,464.0,1
30083,30083,47920.0,4280,1098.0,1
30084,30084,37580.0,6020,1107.0,1
30087,30087,34770.0,5770,658.0,1
30088,30088,23470.0,2000,350.0,1
30092,30092,33600.0,5550,691.0,1
30093,30093,52290.0,5180,2335.0,1
30106,30106,19220.0,2200,383.0,1
30122,30122,20950.0,2510,358.0,1
30126,30126,37840.0,5610,640.0,1
30127,30127,61910.0,11350,878.0,1
30134,30134,40510.0,5820,495.0,1
30135,30135,59860.0,10120,776.0,1
30168,30168,24920.0,1890,412.0,1
30213,30213,31140.0,3190,384.0,1
30214,30214,28400.0,5440,491.0,1
30236,30236,42560.0,4880,768.0,1
30238,30238,35930.0,3140,541.0,1
30260,30260,23020.0,2330,795.0,1
30268,30268,9580.0,1380,129.0,1
30273,30273,15790.0,1510,312.0,1
30274,30274,30720.0,2120,579.0,1
30281,30281,61140.0,8860,1012.0,1
30288,30288,7600.0,610,122.0,1
30290,30290,8510.0,1990,108.0,1
30291,30291,20120.0,1200,242.0,1
30294,30294,37600.0,3860,558.0,1
30296,30296,25000.0,2070,377.0,1
30297,30297,25890.0,2060,642.0,1
30303,30303,1820.0,0,84.0,1
30305,30305,22030.0,4140,545.0,1
30306,30306,20280.0,3830,348.0,1
30307,30307,17030.0,3100,382.0,1
30308,30308,13790.0,1340,404.0,1
30309,30309,20290.0,2900,573.0,1
30310,30310,21010.0,950,363.0,1
30311,30311,26390.0,1500,367.0,1
30312,30312,16910.0,1590,456.0,1
30313,30313,3030.0,0,79.0,1
30314,30314,12060.0,370,151.0,1
30315,30315,25680.0,1260,376.0,1
30316,30316,26390.0,3000,690.0,1
30317,30317,11260.0,1640,209.0,1
30318,30318,39110.0,3900,764.0,1
30319,30319,37450.0,7200,611.0,1
30324,30324,23970.0,3080,566.0,1
30326,30326,5040.0,780,153.0,1
30327,30327,21760.0,5130,492.0,1
30328,30328,31810.0,6510,641.0,1
30329,30329,29520.0,3280,567.0,1
30331,30331,48060.0,3850,553.0,1
30336,30336,1240.0,0,37.0,1
30337,30337,9570.0,640,138.0,1
30338,30338,34190.0,7930,493.0,1
30339,30339,23860.0,3990,556.0,1
30340,30340,30050.0,3760,1300.0,1
30341,30341,29470.0,4220,937.0,1
30342,30342,30190.0,4920,610.0,1
30344,30344,27930.0,1970,458.0,1
30345,30345,23740.0,4100,534.0,1
30346,30346,4780.0,780,90.0,1
30349,30349,66300.0,4810,821.0,1
30350,30350,30940.0,4810,765.0,1
30354,30354,13760.0,830,212.0,1
30360,30360,15360.0,2400,488.0,1
30363,30363,2310.0,290,65.0,1
33009,33009,31890.0,4550,1752.0,1
33010,33010,37940.0,4140,1817.0,1
33012,33012,62200.0,7840,2979.0,1
33013,33013,29190.0,3550,1538.0,1
33014,33014,38080.0,5150,1492.0,1
33015,33015,59030.0,8030,2042.0,1
33016,33016,42980.0,5830,1862.0,1
33018,33018,45900.0,6610,1878.0,1
33019,33019,12650.0,2820,485.0,1
33020,33020,36120.0,4010,1337.0,1
33021,33021,41380.0,7020,1330.0,1
33023,33023,62570.0,6260,1312.0,1
33025,33025,61170.0,7070,1368.0,1
33054,33054,25950.0,1570,534.0,1
33055,33055,41120.0,4050,1438.0,1
33056,33056,33090.0,2170,515.0,1
33109,33109,410.0,0,187.0,1
33125,33125,43170.0,4420,2083.0,1
33126,33126,42520.0,5140,2028.0,1
33127,33127,24030.0,1370,676.0,1
33128,33128,5110.0,400,256.0,1
33129,33129,11920.0,2060,514.0,1
33130,33130,21170.0,2310,1363.0,1
33131,33131,15540.0,2630,825.0,1
33132,33132,7770.0,1130,523.0,1
33133,33133,28030.0,4620,1065.0,1
33134,33134,35570.0,6190,1464.0,1
33135,33135,27790.0,3030,1466.0,1
33136,33136,10850.0,680,324.0,1
33137,33137,16490.0,1950,953.0,1
33138,33138,23880.0,3210,863.0,1
33139,33139,27090.0,3570,1736.0,1
33140,33140,17380.0,3230,755.0,1
33141,33141,29460.0,4100,1653.0,1
33142,33142,44790.0,2880,1517.0,1
33143,33143,26430.0,4760,928.0,1
33144,33144,23450.0,3070,1219.0,1
33145,33145,25590.0,3590,1271.0,1
33146,33146,10010.0,2300,226.0,1
33147,33147,43340.0,2730,1138.0,1
33149,33149,11240.0,2450,320.0,1
33150,33150,24530.0,1730,463.0,1
33154,33154,12150.0,2290,465.0,1
33155,33155,41220.0,6470,1804.0,1
33156,33156,29430.0,6260,836.0,1
33157,33157,60480.0,9170,1649.0,1
33158,33158,6430.0,1550,112.0,1
33160,33160,32380.0,5930,1829.0,1
33161,33161,46800.0,4430,1119.0,1
33162,33162,40970.0,4450,1257.0,1
33165,33165,50710.0,7780,2284.0,1
33166,33166,22220.0,3580,946.0,1
33167,33167,17790.0,1400,370.0,1
33168,33168,25400.0,2380,538.0,1
33169,33169,38020.0,2880,810.0,1
33172,33172,37900.0,5020,1673.0,1
33173,33173,29710.0,5060,946.0,1
33174,33174,26640.0,3750,1162.0,1
33175,33175,50630.0,8260,2064.0,1
33176,33176,46890.0,8120,1264.0,1
33178,33178,41830.0,7880,1663.0,1
33179,33179,37240.0,4950,1426.0,1
33180,33180,25840.0,5180,1237.0,1
33181,33181,15500.0,2000,669.0,1
33182,33182,13380.0,2260,452.0,1
33183,33183,34040.0,5250,1230.0,1
33184,33184,19510.0,2930,937.0,1
33185,33185,26580.0,4680,819.0,1
33186,33186,63130.0,10750,2021.0,1
33189,33189,22740.0,3260,619.0,1
33193,33193,44430.0,6500,1640.0,1
33194,33194,5430.0,910,190.0,1
33196,33196,45390.0,7610,1458.0,1
39520,39520,10660.0,1800,193.0,1
39572,39572,880.0,0,38.0,1
46311,46311,20690.0,4910,165.0,1
46312,46312,22310.0,2050,174.0,1
46319,46319,16480.0,3010,139.0,1
46320,46320,10910.0,910,101.0,1
46321,46321,22790.0,5150,236.0,1
46322,46322,22510.0,4640,182.0,1
46323,46323,19660.0,2790,221.0,1
46324,46324,19540.0,2670,192.0,1
46327,46327,10070.0,1230,96.0,1
46375,46375,22710.0,5100,211.0,1
46394,46394,10410.0,1610,98.0,1
46402,46402,3940.0,0,23.0,1
46404,46404,12380.0,940,71.0,1
46406,46406,6990.0,630,59.0,1
46407,46407,7990.0,400,56.0,1
46408,46408,12360.0,1370,88.0,1
60004,60004,52270.0,12220,673.0,1
60005,60005,29710.0,6290,660.0,1
60007,60007,33970.0,7350,697.0,1
60008,60008,24150.0,4450,370.0,1
60010,60010,44190.0,11270,558.0,1
60015,60015,27390.0,6700,400.0,1
60016,60016,60340.0,12070,1888.0,1
60018,60018,32290.0,5550,628.0,1
60022,60022,8420.0,2120,158.0,1
60025,60025,40350.0,9200,777.0,1
60026,60026,13620.0,3290,182.0,1
60035,60035,30480.0,7310,500.0,1
60043,60043,2550.0,600,87.0,1
60053,60053,23860.0,5550,500.0,1
60056,60056,58850.0,12320,1290.0,1
60062,60062,41250.0,10300,737.0,1
60067,60067,38750.0,8760,476.0,1
60068,60068,38000.0,8830,632.0,1
60070,60070,17950.0,3320,414.0,1
60074,60074,40420.0,7080,861.0,1
60076,60076,33850.0,6970,776.0,1
60077,60077,26400.0,5160,662.0,1
60089,60089,42480.0,10030,672.0,1
60090,60090,41300.0,7300,894.0,1
60091,60091,27940.0,6730,401.0,1
60093,60093,20170.0,4730,397.0,1
60101,60101,40810.0,6990,709.0,1
60104,60104,18590.0,1590,167.0,1
60106,60106,23060.0,3380,411.0,1
60108,60108,21640.0,4780,331.0,1
60126,60126,45780.0,10480,471.0,1
60130,60130,12240.0,1650,232.0,1
60131,60131,18840.0,3170,582.0,1
60133,60133,41640.0,6710,426.0,1
60137,60137,38670.0,8890,417.0,1
60139,60139,35260.0,5850,524.0,1
60143,60143,10970.0,2400,207.0,1
60148,60148,50490.0,10620,589.0,1
60153,60153,21920.0,1650,219.0,1
60154,60154,16540.0,3380,189.0,1
60155,60155,7450.0,700,79.0,1
60157,60157,2600.0,630,49.0,1
60160,60160,25560.0,3150,348.0,1
60162,60162,8040.0,1020,82.0,1
60163,60163,5530.0,780,92.0,1
60164,60164,22480.0,3450,411.0,1
60165,60165,4940.0,590,52.0,1
60169,60169,33860.0,6650,481.0,1
60171,60171,9950.0,1790,691.0,1
60172,60172,24380.0,5300,405.0,1
60173,60173,13130.0,2710,265.0,1
60176,60176,11770.0,2140,842.0,1
60181,60181,29830.0,5430,377.0,1
60187,60187,26240.0,6020,275.0,1
60188,60188,44110.0,8820,522.0,1
60191,60191,14730.0,2950,369.0,1
60192,60192,16160.0,4090,179.0,1
60193,60193,39110.0,8490,594.0,1
60194,60194,19790.0,4090,264.0,1
60195,60195,5060.0,1090,106.0,1
60201,60201,32450.0,6490,463.0,1
60202,60202,30090.0,5360,556.0,1
60203,60203,4400.0,980,68.0,1
60301,60301,2000.0,310,23.0,1
60302,60302,30100.0,5820,387.0,1
60304,60304,17190.0,3450,185.0,1
60305,60305,10580.0,2360,152.0,1
60402,60402,61880.0,8500,903.0,1
60406,60406,23330.0,2490,248.0,1
60409,60409,31840.0,2380,320.0,1
60411,60411,51280.0,4950,372.0,1
60415,60415,12770.0,2070,372.0,1
60419,60419,20130.0,1200,240.0,1
60422,60422,9410.0,1840,109.0,1
60425,60425,7980.0,900,60.0,1
60426,60426,23160.0,1550,215.0,1
60428,60428,10860.0,830,87.0,1
60429,60429,13550.0,1200,126.0,1
60430,60430,18650.0,3260,184.0,1
60438,60438,27000.0,3940,301.0,1
60439,60439,22700.0,5530,424.0,1
60443,60443,18990.0,2420,196.0,1
60445,60445,23190.0,3920,278.0,1
60448,60448,24840.0,5930,224.0,1
60452,60452,26460.0,5290,306.0,1
60453,60453,54130.0,10090,988.0,1
60455,60455,15840.0,2830,480.0,1
60456,60456,3910.0,590,37.0,1
60457,60457,13600.0,2760,416.0,1
60458,60458,13110.0,1930,423.0,1
60459,60459,28220.0,5160,735.0,1
60461,60461,4250.0,840,51.0,1
60462,60462,38800.0,8580,647.0,1
60463,60463,13620.0,3360,155.0,1
60464,60464,9390.0,2370,124.0,1
60465,60465,16930.0,3360,515.0,1
60467,60467,25990.0,6340,302.0,1
60469,60469,5690.0,750,62.0,1
60472,60472,3630.0,0,32.0,1
60473,60473,20590.0,2350,215.0,1
60476,60476,2180.0,400,26.0,1
60477,60477,36540.0,7570,434.0,1
60478,60478,15320.0,1430,152.0,1
60480,60480,5210.0,1200,94.0,1
60482,60482,10270.0,1780,232.0,1
60487,60487,26570.0,5970,255.0,1
60501,60501,11860.0,1470,197.0,1
60513,60513,18940.0,3680,328.0,1
60514,60514,9880.0,2120,139.0,1
60515,60515,27400.0,6100,425.0,1
60516,60516,28700.0,6800,406.0,1
60521,60521,17930.0,4210,294.0,1
60523,60523,9740.0,2480,164.0,1
60525,60525,31280.0,6440,558.0,1
60526,60526,13100.0,2860,158.0,1
60527,60527,27810.0,6120,808.0,1
60534,60534,10020.0,1440,330.0,1
60546,60546,16130.0,3220,214.0,1
60558,60558,13520.0,3310,142.0,1
60559,60559,24190.0,4620,434.0,1
60561,60561,23130.0,5420,450.0,1
60601,60601,10560.0,1980,208.0,1
60602,60602,1760.0,290,32.0,1
60603,60603,1960.0,380,46.0,1
60604,60604,920.0,0,71.0,1
60605,60605,20000.0,3890,293.0,1
60606,60606,3520.0,630,54.0,1
60607,60607,19800.0,3410,308.0,1
60608,60608,61330.0,7290,1232.0,1
60609,60609,56260.0,5590,695.0,1
60610,60610,31070.0,4090,482.0,1
60611,60611,26500.0,5010,579.0,1
60612,60612,26800.0,1880,538.0,1
60613,60613,42110.0,5970,984.0,1
60614,60614,53340.0,8890,879.0,1
60615,60615,31470.0,3190,577.0,1
60616,60616,40820.0,6410,1220.0,1
60617,60617,69500.0,6190,783.0,1
60618,60618,85240.0,12970,2209.0,1
60619,60619,52000.0,2440,491.0,1
60620,60620,56020.0,2450,418.0,1
60621,60621,22860.0,450,143.0,1
60622,60622,44820.0,6250,1474.0,1
60623,60623,80760.0,6270,757.0,1
60624,60624,29590.0,730,177.0,1
60625,60625,69600.0,10880,2268.0,1
60626,60626,39790.0,4830,1305.0,1
60628,60628,55660.0,2840,453.0,1
60629,60629,114420.0,12450,1412.0,1
60630,60630,51580.0,9370,1910.0,1
60631,60631,28160.0,5950,485.0,1
60632,60632,91840.0,11200,1444.0,1
60633,60633,11360.0,1480,128.0,1
60634,60634,73400.0,12740,3635.0,1
60636,60636,29920.0,990,297.0,1
60637,60637,35080.0,1970,360.0,1
60638,60638,54020.0,8890,997.0,1
60639,60639,89970.0,8720,1363.0,1
60640,60640,53460.0,7310,1778.0,1
60641,60641,68520.0,9780,2688.0,1
60642,60642,16390.0,2160,329.0,1
60643,60643,44610.0,5000,429.0,1
60644,60644,38650.0,1110,285.0,1
60645,60645,44360.0,7040,1173.0,1
60646,60646,26310.0,5660,539.0,1
60647,60647,75380.0,9430,1876.0,1
60649,60649,34350.0,1390,401.0,1
60651,60651,56530.0,3430,644.0,1
60652,60652,40870.0,4850,421.0,1
60653,60653,24890.0,1160,269.0,1
60654,60654,15350.0,2240,226.0,1
60655,60655,27490.0,5500,169.0,1
60656,60656,26910.0,5480,1525.0,1
60657,60657,56890.0,8610,1099.0,1
60659,60659,36620.0,6030,1522.0,1
60660,60660,34850.0,5100,1503.0,1
60661,60661,8870.0,1440,118.0,1
60706,60706,22540.0,4760,984.0,1
60707,60707,40600.0,6710,1450.0,1
60712,60712,12470.0,2840,368.0,1
60714,60714,28900.0,6020,935.0,1
60803,60803,20720.0,3240,253.0,1
60804,60804,83240.0,9550,1029.0,1
60805,60805,19010.0,3180,161.0,1
60827,60827,21840.0,900,153.0,1
70001,70001,32760.0,5580,783.0,1
70002,70002,17160.0,3090,498.0,1
70003,70003,35710.0,6610,797.0,1
70005,70005,21550.0,4350,518.0,1
70006,70006,14070.0,2730,347.0,1
70031,70031,1190.0,0,0.0,1
70032,70032,3560.0,520,77.0,1
70037,70037,14770.0,2920,171.0,1
70040,70040,880.0,0,23.0,1
70043,70043,15960.0,1970,253.0,1
70053,70053,12720.0,1440,290.0,1
70056,70056,35110.0,4920,672.0,1
70058,70058,35770.0,4280,515.0,1
70062,70062,13860.0,1460,347.0,1
70065,70065,45310.0,7840,1084.0,1
70067,70067,2550.0,540,53.0,1
70070,70070,12460.0,2570,114.0,1
70072,70072,48900.0,6960,700.0,1
70075,70075,4580.0,800,57.0,1
70085,70085,3440.0,600,103.0,1
70087,70087,7000.0,1040,100.0,1
70092,70092,6070.0,690,109.0,1
70094,70094,26920.0,3130,363.0,1
70112,70112,2730.0,260,58.0,1
70113,70113,5370.0,260,88.0,1
70114,70114,17670.0,1340,228.0,1
70115,70115,24370.0,3700,668.0,1
70116,70116,7310.0,570,321.0,1
70117,70117,20630.0,1240,612.0,1
70118,70118,21930.0,3010,531.0,1
70119,70119,26390.0,2280,899.0,1
70121,70121,9380.0,1290,219.0,1
70122,70122,26860.0,2690,450.0,1
70123,70123,23750.0,4770,372.0,1
70124,70124,18850.0,4220,394.0,1
70125,70125,11650.0,1250,257.0,1
70126,70126,23090.0,1480,276.0,1
70127,70127,18620.0,1120,207.0,1
70128,70128,15660.0,1530,198.0,1
70129,70129,7600.0,970,257.0,1
70130,70130,10410.0,1330,425.0,1
70131,70131,22810.0,3100,331.0,1
70445,70445,8990.0,1800,126.0,1
70452,70452,10900.0,2260,143.0,1
70458,70458,31590.0,6050,460.0,1
70460,70460,19250.0,3120,296.0,1
70461,70461,25390.0,4750,300.0,1
76574,76574,17030.0,3110,238.0,1
77002,77002,5850.0,890,152.0,1
77003,77003,8760.0,1000,178.0,1
77004,77004,21460.0,2400,341.0,1
77005,77005,23920.0,5900,333.0,1
77006,77006,17710.0,2840,555.0,1
77007,77007,32250.0,5810,673.0,1
77008,77008,29530.0,6010,590.0,1
77009,77009,32610.0,4520,888.0,1
77010,77010,730.0,0,0.0,1
77011,77011,16280.0,1990,511.0,1
77012,77012,17870.0,2260,537.0,1
77013,77013,15910.0,1900,442.0,1
77014,77014,30110.0,3480,700.0,1
77015,77015,53940.0,7470,935.0,1
77016,77016,26400.0,2160,499.0,1
77017,77017,30460.0,4140,949.0,1
77018,77018,24600.0,4730,484.0,1
77019,77019,18600.0,3400,372.0,1
77020,77020,22730.0,2420,465.0,1
77021,77021,22520.0,1760,330.0,1
77022,77022,25150.0,2860,827.0,1
77023,77023,24460.0,3370,617.0,1
77024,77024,35290.0,8110,582.0,1
77025,77025,23280.0,4650,322.0,1
77026,77026,20590.0,1530,511.0,1
77027,77027,13480.0,2580,313.0,1
77028,77028,16390.0,1210,317.0,1
77029,77029,17060.0,2170,327.0,1
77030,77030,9250.0,2040,126.0,1
77031,77031,14350.0,1930,399.0,1
77032,77032,13300.0,1470,256.0,1
77033,77033,26460.0,1870,339.0,1
77034,77034,35100.0,4750,671.0,1
77035,77035,32110.0,4290,778.0,1
77036,77036,59100.0,7560,2414.0,1
77037,77037,18820.0,2630,736.0,1
77038,77038,27980.0,3710,833.0,1
77039,77039,27510.0,3540,683.0,1
77040,77040,46440.0,7540,1030.0,1
77041,77041,36530.0,6890,1004.0,1
77042,77042,36530.0,5400,991.0,1
77043,77043,27200.0,5050,639.0,1
77044,77044,41010.0,7070,496.0,1
77045,77045,30570.0,3510,680.0,1
77046,77046,2180.0,450,29.0,1
77047,77047,26180.0,2800,414.0,1
77048,77048,15130.0,1300,212.0,1
77049,77049,33210.0,4870,562.0,1
77050,77050,4650.0,570,107.0,1
77051,77051,13660.0,650,122.0,1
77053,77053,29170.0,3300,763.0,1
77054,77054,15410.0,1880,250.0,1
77055,77055,38940.0,6070,1051.0,1
77056,77056,19690.0,4330,479.0,1
77057,77057,33600.0,5580,927.0,1
77058,77058,14990.0,2460,273.0,1
77059,77059,17070.0,4400,175.0,1
77060,77060,37280.0,3900,942.0,1
77061,77061,21120.0,2520,549.0,1
77062,77062,24480.0,5560,231.0,1
77063,77063,29830.0,4560,952.0,1
77064,77064,46270.0,8080,1009.0,1
77065,77065,33840.0,5660,620.0,1
77066,77066,32420.0,5180,892.0,1
77067,77067,29160.0,3100,680.0,1
77068,77068,10190.0,1990,177.0,1
77069,77069,16180.0,3350,302.0,1
77070,77070,46490.0,8740,816.0,1
77071,77071,24900.0,3290,639.0,1
77072,77072,53090.0,7030,2288.0,1
77073,77073,41290.0,5010,736.0,1
77074,77074,33270.0,4540,1168.0,1
77075,77075,38070.0,5420,871.0,1
77076,77076,30710.0,3920,1158.0,1
77077,77077,51970.0,9850,1003.0,1
