,Tax_Mjoint,TaxRate_SS,TaxRate_FF,TaxRate_MM,Cns_RateSS,Cns_RateFF,Cns_RateMM,CountBars,FF_Index,MM_Index,SS_Index,TOTINDEX,lat,long
466,1500,20.66666667,5.333333333,15.33333333,3.456221198,0.0,3.456221198,0,0.904035874,3.520084434,4.424120308,3.170961237,39.751907,-104.997633
467,8070,14.37422553,9.913258984,4.460966543,7.408245207,6.673075836,0.735169372,0,3.458542522,0.95206485,4.410607372,3.161275922,30.16711,-97.823998
468,1200,3.333333333,0.0,0.0,16.47058824,16.47058824,0.0,0,4.388927336,0.0,4.388927336,3.145736888,41.729231,-87.881134
469,4110,18.24817518,6.326034063,11.92214112,4.840746457,1.332959169,3.507787288,0,1.427499739,2.955605255,4.383104995,3.141563761,34.011312,-118.469762
470,6310,16.00633914,6.814580032,9.191759113,6.227707637,3.510162487,2.717545151,0,2.090472216,2.282210852,4.372683068,3.134093909,37.780097,-122.462605
471,7170,7.252440725,5.020920502,2.231520223,11.77832244,7.965686275,3.812636166,0,2.973700905,1.39421309,4.367913995,3.130675705,30.216184,-97.85585
472,2220,10.81081081,6.306306306,4.504504505,9.475539885,0.881445571,8.594094315,0,1.303840658,3.05361718,4.357457838,3.123181318,34.168771,-118.050216
473,4330,13.16397229,4.387990762,8.775981524,7.961504812,2.012248469,5.949256343,0,1.279998983,3.072889737,4.35288872,3.11990643,34.085784,-118.206666
474,1630,14.11042945,9.81595092,4.294478528,7.290867229,6.331542594,0.959324635,0,3.351039587,0.983574797,4.334614384,3.106808411,45.678996,-122.720499
475,3750,10.93333333,4.266666667,6.666666667,9.31147541,5.901639344,3.409836066,0,2.295842007,2.038665865,4.334507872,3.10673207,42.266415,-71.015576
476,3290,11.24620061,7.598784195,3.647416413,9.085213033,6.422305764,2.662907268,0,2.999400629,1.327848082,4.327248711,3.10152911,37.995864,-122.577814
477,1880,14.89361702,5.85106383,9.042553191,6.736748593,4.515842464,2.22090613,0,2.195133874,2.124579753,4.319713627,3.096128385,41.88032,-87.687749
478,3950,9.113924051,3.037974684,6.075949367,10.31798143,0.468999156,9.848982272,0,0.639931625,3.654378387,4.294310011,3.077920498,38.849321,-77.141472
479,9760,15.67622951,6.352459016,9.323770492,6.141114983,3.919860627,2.221254355,0,2.1213121,2.172340769,4.293652869,3.077449495,42.42938,-71.058706
480,6490,9.399075501,4.930662558,4.468412943,10.11321715,5.279226562,4.833990586,0,2.242539077,2.045542365,4.288081442,3.073456209,42.056214,-87.692402
481,5130,4.288499025,0.584795322,3.703703704,13.20450886,0.0,13.20450886,0,0.099126741,4.146415933,4.245542674,3.042966807,33.869694,-84.4173
482,6950,17.98561151,11.51079137,6.474820144,4.471104446,2.971479352,1.499625094,0,2.742968415,1.497131548,4.240099963,3.039065777,40.646448,-73.956649
483,4620,15.58441558,5.844155844,9.74025974,5.998222749,1.999407583,3.998815166,0,1.523407041,2.716606173,4.240013213,3.0390036,25.728662,-80.239996
484,3980,6.030150754,3.266331658,2.763819095,12.06746147,3.198604245,8.868857226,0,1.405999142,2.831775529,4.237774671,3.037399138,39.9061,-75.000375
485,9290,14.42411195,3.767491927,10.65662002,6.672932331,1.065162907,5.607769424,0,0.92244981,3.300674392,4.223124201,3.026898503,40.781432,-73.950013
486,2600,14.23076923,10.0,4.230769231,6.775999214,2.651477953,4.124521261,0,2.401608154,1.816207449,4.217815604,3.023093598,39.002985,-76.879165
487,2330,18.45493562,4.721030043,13.73390558,4.023792862,0.0,4.023792862,0,0.800246348,3.400211827,4.200458175,3.010652767,34.06221,-118.401966
488,4640,12.06896552,4.310344828,7.75862069,7.981135498,1.269726102,6.711409396,0,1.068977103,3.103531605,4.172508707,2.990620157,39.67142,-104.887802
489,3630,11.29476584,5.785123967,5.509641873,8.417830496,4.208915248,4.208915248,0,2.102169548,2.05547348,4.157643027,2.979965271,45.490959,-122.803586
490,3910,18.41432225,6.649616368,11.76470588,3.85514757,0.0,3.85514757,0,1.127154703,3.021480222,4.148634925,2.973508769,34.059163,-118.306892
491,3300,6.363636364,2.121212121,4.242424242,11.47319707,4.627844196,6.845352873,0,1.592744088,2.543204652,4.13594874,2.964416023,33.897634,-84.589572
492,3660,13.1147541,7.37704918,5.737704918,7.176456399,0.964901701,6.211554698,0,1.507577381,2.627776212,4.135353593,2.963989455,40.70416,-73.921139
493,5160,9.689922481,3.100775194,6.589147287,9.284189026,3.52799183,5.756197196,0,1.465708311,2.65076204,4.11647035,2.950455006,34.037251,-118.423573
494,3400,8.529411765,6.470588235,2.058823529,9.958200148,7.622326039,2.335874109,0,3.127933933,0.971426185,4.099360118,2.938191352,39.744773,-105.115977
495,1970,14.21319797,8.121827411,6.091370558,6.325749522,4.199447161,2.12630236,0,2.495733533,1.599125324,4.094858856,2.9349651,41.781621,-87.599876
496,5320,14.47368421,6.390977444,8.082706767,6.119628874,1.97407383,4.145555044,0,1.60934628,2.474741656,4.084087936,2.927245109,34.185767,-118.388323
497,4430,13.76975169,2.934537246,10.83521445,6.565656566,1.515151515,5.050505051,0,0.901167118,3.182452783,4.083619901,2.926909647,25.893664,-80.181539
498,6430,13.84136858,6.065318818,7.776049767,6.519558676,0.0,6.519558676,0,1.028112338,3.055363376,4.083475714,2.926806302,34.045421,-118.445873
499,5820,7.04467354,4.295532646,2.749140893,10.79669134,8.445798868,2.350892468,0,2.97867867,1.092441572,4.071120242,2.917950593,38.783717,-77.122678
500,1870,14.97326203,6.951871658,8.021390374,5.747126437,3.006189213,2.740937224,0,1.979450015,2.090058778,4.069508793,2.916795597,38.891412,-76.943575
501,2680,16.79104478,11.94029851,4.850746269,4.539762054,2.348152786,2.191609267,0,2.649674567,1.406233532,4.055908099,2.907047382,34.019323,-118.391902
502,3190,18.80877743,10.34482759,8.463949843,3.250812703,0.0,3.250812703,0,1.75351786,2.300942404,4.054460264,2.906009656,41.801647,-87.596288
503,7290,8.504801097,4.801097394,3.703703704,3.642630528,1.605890878,2.03673965,1,1.241740989,1.170533903,2.412274893,2.905453899,41.84688,-87.670664
504,2730,17.58241758,6.593406593,10.98901099,4.020338181,1.773678609,2.246659572,0,1.59025995,2.461379977,4.051639928,2.903988196,42.379657,-71.061487
505,5600,18.03571429,10.71428571,7.321428571,3.696187853,0.86969126,2.826496594,0,2.047890638,1.9942096,4.042100238,2.897150682,37.706137,-122.12555
506,1460,17.80821918,9.589041096,8.219178082,3.811338733,2.382086708,1.429252025,0,2.260163012,1.774059599,4.034222611,2.891504441,42.3703,-71.08256
507,6180,13.26860841,7.1197411,6.148867314,6.696625253,3.348312627,3.348312627,0,2.099070842,1.934501205,4.033572047,2.891038153,42.455723,-71.059019
508,3130,15.33546326,8.945686901,6.389776358,5.368436535,2.059126342,3.309310193,0,2.06505071,1.964943907,4.029994617,2.888474052,39.698327,-104.878815
509,5670,6.349206349,3.350970018,2.998236332,11.06935429,5.807994534,5.261359754,0,2.115671678,1.910218854,4.025890532,2.885532474,29.675339,-95.479372
510,8330,12.36494598,7.683073229,4.681872749,7.217176881,3.247729596,3.969447285,0,2.167757008,1.851349876,4.019106884,2.880670336,39.045249,-77.039264
511,7830,12.00510856,4.342273308,7.662835249,7.429201912,1.691798455,5.737403457,0,1.186859063,2.827751392,4.014610456,2.877447548,37.690884,-122.447441
512,4010,8.229426434,6.733167082,1.496259352,9.784045835,6.875275452,2.908770383,0,2.973375805,1.02872778,4.002103584,2.868483325,39.772675,-105.104801
513,1910,9.42408377,7.329842932,2.094240838,9.001636661,7.001272959,2.000363702,0,3.108091004,0.888026001,3.996117006,2.864192481,38.836403,-76.918265
514,6350,6.929133858,4.881889764,2.047244094,10.58769372,5.447291699,5.140402025,0,2.279056176,1.716787596,3.995843772,2.863996642,39.890663,-105.113724
515,3340,14.07185629,6.886227545,7.185628743,6.016582288,4.989360922,1.027221366,0,2.496779828,1.491736687,3.988516516,2.858744876,38.918291,-76.881948
516,3610,9.972299169,7.202216066,2.770083102,8.604064679,7.56564308,1.038421599,0,3.23684543,0.746256533,3.983101963,2.854864029,37.994038,-122.282589
517,4290,12.35431235,5.128205128,7.226107226,7.071082992,0.669892073,6.401190919,0,1.047771799,2.93060289,3.978374689,2.851475784,29.655503,-95.471663
518,1040,0.0,0.0,0.0,14.85148515,9.900990099,4.95049505,0,2.638322656,1.319161328,3.957483984,2.836502498,40.115428,-74.802088
519,4580,10.91703057,6.550218341,4.366812227,7.887090079,2.253454308,5.633635771,0,1.710785364,2.241402283,3.952187647,2.832706381,42.471039,-70.941535
520,1470,0.0,0.0,0.0,14.80019734,4.933399112,9.866798224,0,1.314605763,2.629211527,3.94381729,2.826706979,40.36194,-74.038775
521,0,0.0,0.0,0.0,14.79289941,0.0,14.79289941,0,0.0,3.941872607,3.941872607,2.825313139,41.878095,-87.628461
522,5510,13.24863884,4.174228675,9.074410163,6.309554468,1.416430595,4.893123873,0,1.084996932,2.842047158,3.92704409,2.81468489,40.778877,-73.906769
523,3530,7.932011331,4.249291785,3.682719547,9.685230024,5.053163491,4.632066533,0,2.066802988,1.858555229,3.925358217,2.813476551,39.644445,-104.965111
524,7240,5.939226519,2.624309392,3.314917127,10.94177413,5.275498242,5.666275889,0,1.850603214,2.07179662,3.922399834,2.811356148,45.642413,-122.379611
525,4780,14.43514644,2.928870293,11.50627615,5.526134009,0.402947271,5.123186737,0,0.603836812,3.315569787,3.919406599,2.809210765,38.886565,-77.095231
526,2380,20.58823529,13.44537815,7.142857143,1.609787508,0.0,1.609787508,0,2.279082036,1.639723356,3.918805392,2.808779854,45.513887,-122.558403
527,7230,12.72475795,7.053941909,5.670816044,6.597074004,2.600023284,3.99705072,0,1.888520335,2.02633792,3.914858256,2.805950768,34.030578,-118.399613
528,2240,13.83928571,3.125,10.71428571,5.877034358,0.0,5.877034358,0,0.52970852,3.382200299,3.911908819,2.803836777,41.892289,-87.637271
529,7230,15.62932227,6.22406639,9.405255878,4.732062924,2.238137869,2.493925054,0,1.651419034,2.258811811,3.910230845,2.802634099,37.978138,-122.497611
530,3390,9.439528024,4.12979351,5.309734513,8.651766402,0.0,8.651766402,0,0.700027779,3.205476998,3.905504777,2.799246719,39.639871,-104.901711
531,5380,10.78066914,5.576208178,5.204460967,7.78525667,2.189603438,5.595653232,0,1.52866971,2.37326815,3.90193786,2.796690153,30.348236,-97.768136
532,3090,2.588996764,0.0,0.0,8.399328054,3.839692825,4.559635229,1,1.023165206,1.215008682,2.238173887,2.780668065,30.012223,-90.162523
533,8130,3.32103321,1.84501845,1.47601476,12.44614648,8.548177529,3.897968953,0,2.590580932,1.28888851,3.879469442,2.780586051,40.392789,-74.330397
534,6030,10.28192371,4.975124378,5.306799337,7.937157352,2.618443663,5.31871369,0,1.54105527,2.316818949,3.857874219,2.765107807,41.991488,-87.703986
535,7030,12.09103841,1.280227596,10.81081081,6.752452542,4.204357243,2.548095299,0,1.337344737,2.511497604,3.84884234,2.758634263,40.788079,-74.011357
536,8070,8.674101611,4.213135068,4.460966543,8.920425748,5.06842372,3.852002027,0,2.064740584,1.782609082,3.847349665,2.757564397,39.695293,-105.035601
537,2600,13.07692308,5.769230769,7.307692308,6.117455139,1.427406199,4.69004894,0,1.358285191,2.488463101,3.846748292,2.757133367,34.026608,-118.473643
538,5580,9.318996416,5.376344086,3.94265233,8.468704288,5.389175456,3.079528832,0,2.34738324,1.488909949,3.836293189,2.749639736,39.817067,-105.011035
539,5950,10.92436975,4.369747899,6.554621849,7.373326255,2.005544741,5.367781514,0,1.275120349,2.54140839,3.816528739,2.735473686,34.199824,-118.447609
540,4580,13.75545852,6.550218341,7.205240175,5.527043032,1.579155152,3.94788788,0,1.531104471,2.273332681,3.804437152,2.726807115,40.694696,-73.966286
541,4850,13.40206186,6.18556701,7.216494845,5.750487329,2.729044834,3.021442495,0,1.775705397,2.028369977,3.804075374,2.726547813,34.108957,-118.156615
542,4660,2.789699571,2.145922747,0.643776824,12.48832866,10.85434174,1.633986928,0,3.256111168,0.54453396,3.800645127,2.724089205,29.583816,-95.036166
543,4890,8.588957055,4.294478528,4.294478528,8.717310087,3.320880033,5.396430054,0,1.612859853,2.165932888,3.778792741,2.70842664,42.176446,-71.051567
544,4560,13.81578947,11.40350877,2.412280702,5.360205832,1.500857633,3.859348199,0,2.332905858,1.43730059,3.770206448,2.702272467,37.959549,-122.283578
545,1750,15.42857143,3.428571429,12.0,4.308185553,0.0,4.308185553,0,0.581165919,3.182085456,3.763251375,2.697287461,34.052913,-118.26434
546,1920,8.333333333,4.6875,3.645833333,8.769905377,8.769905377,0.0,0,3.131484625,0.617993273,3.749477898,2.687415406,42.140244,-70.997347
547,1380,13.76811594,8.695652174,5.072463768,5.307855626,4.433620582,0.874235044,0,2.655401019,1.092774655,3.748175674,2.686482044,39.961352,-75.229334
548,3480,14.08045977,4.885057471,9.195402299,5.10493477,4.06504065,1.03989412,0,1.911263874,1.83578374,3.747047614,2.685673514,34.139402,-118.128658
549,3890,17.7377892,10.79691517,6.940874036,2.773309668,1.16479006,1.608519607,0,2.140532039,1.605148002,3.745680041,2.684693315,42.349688,-71.153964
550,5470,13.16270567,5.118829982,8.043875686,5.624903683,1.309909077,4.314994606,0,1.216728356,2.513310186,3.730038542,2.673482366,34.173885,-118.346937
551,5010,12.9740519,6.786427146,6.18762475,5.728094514,3.401056117,2.327038396,0,2.056626474,1.668931306,3.72555778,2.670270807,45.502847,-122.770212
552,15230,7.156927118,5.318450427,1.838476691,9.407480464,4.627873454,4.77960701,0,2.134705283,1.585258857,3.71996414,2.6662616,30.43963,-97.594687
553,730,16.43835616,4.109589041,12.32876712,3.498250875,0.0,3.498250875,0,0.696602985,3.021989924,3.718592909,2.665278778,42.367032,-71.050493
554,2160,6.944444444,3.703703704,3.240740741,9.536631886,7.51710984,2.019522046,0,2.630891371,1.087470582,3.718361953,2.665113242,29.853067,-95.435966
555,2820,6.737588652,2.836879433,3.90070922,9.567617295,6.07175713,3.495860166,0,2.09881484,1.592740365,3.691555205,2.645899669,37.885629,-122.46858
556,7590,9.090909091,2.766798419,6.324110672,8.048780488,2.780487805,5.268292683,0,1.209909164,2.475824348,3.685733512,2.641727005,42.41829,-71.001251
557,690,21.73913043,4.347826087,17.39130435,0.0,0.0,0.0,0,0.736985767,2.947943069,3.684928836,2.641150259,34.062148,-118.315889
558,2050,11.70731707,4.87804878,6.829268293,6.351039261,6.351039261,0.0,0,2.519227248,1.157606912,3.67683416,2.63534845,38.672666,-77.018549
559,2880,13.19444444,8.333333333,4.861111111,5.390395296,0.0,5.390395296,0,1.412556054,2.260372837,3.67292889,2.632549371,30.126966,-97.739969
560,5980,8.862876254,5.351170569,3.511705686,8.126649077,2.53298153,5.593667546,0,1.582024484,2.085805616,3.667830101,2.628894845,47.646967,-122.534561
561,2040,9.803921569,3.431372549,6.37254902,7.521153243,5.327483547,2.193669696,0,2.001258403,1.664738378,3.66599678,2.627580824,40.675061,-73.671667
562,7530,7.171314741,3.320053121,3.85126162,9.180660638,2.398966599,6.781694039,0,1.202025377,2.45993675,3.661962127,2.62468901,40.794175,-74.02496
563,5000,9.8,5.4,4.4,7.488087134,1.285833144,6.20225399,0,1.257973037,2.398547865,3.656520903,2.620789046,39.712845,-105.091519
564,2660,8.646616541,5.639097744,3.007518797,8.184741304,8.184741304,0.0,0,3.136857828,0.509794666,3.646652494,2.613715925,39.688002,-104.68974
565,2940,12.92517007,3.741496599,9.183673469,5.439924314,2.719962157,2.719962157,0,1.358998756,2.281484342,3.640483099,2.609294048,38.827888,-77.083132
566,5580,8.064516129,1.612903226,6.451612903,8.52557673,4.764292879,3.761283852,0,1.542941872,2.095863304,3.638805176,2.608091407,29.744081,-95.487974
567,8930,15.11758119,7.166853303,7.950727884,4.022328025,2.134296503,1.888031522,0,1.783557087,1.850806727,3.634363814,2.604908088,42.248386,-71.002279
568,5700,9.298245614,5.614035088,3.684210526,7.692307692,4.914529915,2.777777778,0,2.261194387,1.364694544,3.625888931,2.598833768,33.847989,-118.112601
569,3280,7.012195122,3.963414634,3.048780488,9.133413069,4.457975427,4.675437643,0,1.859744774,1.762655419,3.622400194,2.596333236,33.864259,-118.399303
570,2690,9.293680297,3.717472119,5.576208178,7.608775947,4.949397946,2.659378001,0,1.949005512,1.653850814,3.602856326,2.582325288,30.013437,-90.062798
571,2420,10.33057851,6.198347107,4.132231405,6.842423023,6.842423023,0.0,0,2.873966015,0.700441018,3.574407034,2.561934432,39.079082,-77.121858
572,5160,3.294573643,2.713178295,0.581395349,11.30163679,5.845674201,5.455962588,0,2.017602214,1.552403983,3.570006197,2.558780158,42.034746,-87.757188
573,7200,10.41666667,2.222222222,8.194444444,6.766998701,1.569943699,5.197055002,0,0.795025435,2.773875756,3.568901191,2.557988153,33.875954,-84.334763
574,260,0.0,0.0,0.0,13.36898396,0.0,13.36898396,0,0.0,3.562441019,3.562441019,2.553357864,39.770328,-104.597351
575,6460,8.359133127,4.179566563,4.179566563,8.015267176,4.634678299,3.380588877,0,1.943470099,1.609292153,3.552762251,2.546420666,39.699735,-104.837643
576,3910,6.649616368,4.859335038,1.79028133,9.0493031,4.160599126,4.888703973,0,1.932367272,1.606160551,3.538527823,2.536218226,37.736529,-122.179445
577,5700,6.49122807,4.736842105,1.754385965,9.146628949,5.657708628,3.488920321,0,2.310539545,1.227074872,3.537614417,2.535563548,33.849034,-118.147902
578,3010,10.63122924,3.322259136,7.3089701,6.50923403,2.72479564,3.784438389,0,1.289223168,2.247361119,3.536584287,2.534825209,29.944727,-90.125661
579,6950,13.23741007,6.330935252,6.90647482,4.8453434,2.140965688,2.704377711,0,1.643640496,1.891331058,3.534971554,2.533669292,34.195685,-118.490752
580,7610,5.650459921,3.810775296,1.839684625,9.651076466,0.965107647,8.68596882,0,0.903124848,2.626394139,3.529518987,2.529761198,34.402509,-118.363427
581,6240,8.012820513,5.448717949,2.564102564,8.138903961,4.06945198,4.06945198,0,2.007983606,1.519021895,3.527005501,2.527959672,40.100418,-75.171761
582,4900,9.591836735,7.551020408,2.040816327,7.098862094,1.25274037,5.846121725,0,1.613767214,1.90375159,3.517518804,2.52116014,42.246872,-71.179462
583,3680,11.68478261,4.347826087,7.336956522,5.723204995,3.121748179,2.601456816,0,1.568839841,1.93687521,3.505715051,2.512699872,47.446413,-122.272098
584,7920,10.22727273,4.419191919,5.808080808,6.649539066,3.526270717,3.123268349,0,1.688730188,1.816767919,3.505498107,2.512544379,30.402665,-97.761062
585,1650,12.12121212,8.484848485,3.636363636,5.409202669,4.425711275,0.983491394,0,2.617560778,0.878459626,3.496020404,2.505751293,38.833719,-77.006591
586,4880,14.13934426,10.45081967,3.68852459,4.104142619,2.43683468,1.667307939,0,2.420829002,1.069518256,3.490347257,2.5016851,47.742239,-122.376608
587,7520,9.308510638,5.186170213,4.122340426,7.15143887,4.1764403,2.97499857,0,1.991989239,1.49151405,3.483503289,2.496779727,40.809128,-74.187155
588,5740,11.32404181,5.923344948,5.400696864,5.866219717,2.056986134,3.809233582,0,1.552173117,1.930503159,3.482676276,2.496186971,47.391319,-122.314971
589,4120,16.26213592,4.854368932,11.40776699,2.718078382,1.453855879,1.264222503,0,1.210258018,2.270571353,3.48082937,2.494863212,42.361129,-71.006975
590,3340,9.880239521,6.586826347,3.293413174,6.755452615,6.755452615,0.0,0,2.916640804,0.558255686,3.47489649,2.490610857,37.737572,-122.245507
591,6140,12.21498371,4.723127036,7.491856678,5.256673511,2.710472279,2.546201232,0,1.522862945,1.948407841,3.471270786,2.488012155,47.860085,-122.267238
592,3350,12.8358209,6.268656716,6.567164179,4.858791376,1.214697844,3.644093532,0,1.386260728,2.084222249,3.470482977,2.487447498,42.314344,-71.152759
593,3700,8.918918919,4.864864865,4.054054054,7.317903336,1.361470388,5.956432948,0,1.187419133,2.274403623,3.461822756,2.481240337,40.543139,-74.358981
594,1270,0.0,0.0,0.0,12.97297297,0.0,12.97297297,0,0.0,3.456915739,3.456915739,2.477723263,39.74599,-104.442841
595,4560,10.96491228,4.385964912,6.578947368,5.981576744,0.0,5.981576744,0,0.743450555,2.709090105,3.45254066,2.474587452,39.854746,-104.695804
596,1340,15.67164179,8.208955224,7.462686567,2.972529725,1.2300123,1.742517425,0,1.719235229,1.729305214,3.448540442,2.47172032,29.937445,-90.032322
597,4860,5.761316872,3.703703704,2.057613169,9.258200937,4.57195108,4.686249857,0,1.846093184,1.597527029,3.443620213,2.468193776,42.175737,-71.125385
598,970,15.46391753,7.216494845,8.24742268,3.032140691,0.0,3.032140691,0,1.223244418,2.205969934,3.429214351,2.457868462,45.687629,-122.824209
599,5930,8.094435076,2.192242833,5.902192243,7.713556054,1.511440038,6.202116016,0,0.774354222,2.653142789,3.427497011,2.456637569,25.933997,-80.135801
600,4140,4.347826087,2.415458937,1.93236715,10.09174312,7.339449541,2.752293578,0,2.365183974,1.060954519,3.426138492,2.455663859,34.384697,-118.647244
601,5020,7.96812749,5.179282869,2.788844622,7.754828126,3.430020133,4.324807993,0,1.791922767,1.625162052,3.417084819,2.449174694,47.391942,-122.257192
602,3390,16.81415929,6.194690265,10.61946903,2.117953731,0.570218312,1.547735419,0,1.201988077,2.212497399,3.414485476,2.447311631,42.396824,-71.031348
603,1930,17.61658031,12.43523316,5.18134715,1.597869507,0.0,1.597869507,0,2.107855665,1.304058421,3.411914087,2.445468604,42.351824,-71.20849
604,1900,5.263157895,3.684210526,1.578947368,9.391876027,9.391876027,0.0,0,3.127157195,0.2676422,3.394799395,2.433201752,45.546622,-122.442346
605,5580,6.989247312,4.838709677,2.150537634,8.222515481,4.162014009,4.060501472,0,1.929248159,1.44653481,3.375782969,2.419571845,42.501524,-71.067489
606,1530,7.843137255,1.960784314,5.882352941,7.677067855,2.971768202,4.705299653,0,1.124254951,2.250922357,3.375177308,2.419137742,40.632358,-74.401184
607,6260,8.466453674,3.993610224,4.47284345,7.254554248,2.015153958,5.23940029,0,1.213923056,2.154323128,3.368246185,2.414169901,34.155533,-118.086178
608,9280,6.896551724,3.125,3.771551724,8.249816671,3.911024199,4.338792471,0,1.571881439,1.795463968,3.367345408,2.413524275,37.57028,-122.365778
609,5770,6.239168111,3.466204506,2.772963605,8.640291041,4.774897681,3.865393361,0,1.859914773,1.500049626,3.359964399,2.408233981,33.805871,-84.126928
610,5800,7.931034483,2.75862069,5.172413793,7.537214999,2.355379687,5.181835312,0,1.095244173,2.257565634,3.352809807,2.403105972,38.758337,-77.151192
611,2800,8.214285714,4.642857143,3.571428571,7.348652747,2.682841479,4.665811268,0,1.501893863,1.848682639,3.350576502,2.401505264,29.61065,-95.386863
612,5050,8.118811881,4.752475248,3.366336634,7.396784663,2.868140992,4.528643671,0,1.569851739,1.777367046,3.347218785,2.399098641,30.176044,-97.727787
613,760,7.894736842,0.0,0.0,12.55539143,0.0,12.55539143,0,0.0,3.345642541,3.345642541,2.397968877,38.895078,-77.162521
614,2510,12.74900398,5.976095618,6.772908367,4.434954008,4.434954008,0.0,0,2.194773208,1.148053526,3.342826734,2.395950665,42.209776,-70.928189
615,8410,7.372175981,4.994054697,2.378121284,7.852876032,2.214913753,5.637962279,0,1.436735234,1.905458679,3.342193913,2.395497094,37.625086,-122.433593
616,2390,11.71548117,1.255230126,10.46025105,5.080027836,3.688239388,1.391788448,0,1.195577269,2.1439536,3.339530868,2.393588373,34.009552,-118.346724
617,6480,10.80246914,6.635802469,4.166666667,5.654383736,0.635324015,5.01905972,0,1.294108318,2.043709823,3.337818141,2.392360786,33.942108,-118.417488
618,3690,13.00813008,7.046070461,5.962059621,4.22771339,1.676507034,2.551206356,0,1.641096154,1.690430668,3.331526821,2.387851521,34.030755,-118.492101
619,840,0.0,0.0,0.0,12.5,12.5,0.0,0,3.330882353,0.0,3.330882353,2.387389603,40.555688,-73.920663
620,7250,10.06896552,2.896551724,7.172413793,6.094382743,4.169840824,1.924541919,0,1.602124938,1.7286062,3.330731138,2.38728122,40.776441,-73.953509
621,4010,14.71321696,4.738154613,9.975062344,3.136025088,0.896007168,2.24001792,0,1.041908635,2.287739057,3.329647692,2.386504667,26.019191,-80.152944
622,4770,11.94968553,6.07966457,5.870020964,4.870624049,3.226788432,1.643835616,0,1.890388251,1.433041881,3.323430132,2.382048269,34.066379,-118.30987
623,3970,4.785894207,1.511335013,3.274559194,9.407985314,4.703992657,4.703992657,0,1.509657141,1.8085355,3.318192641,2.378294329,34.168366,-118.267771
624,2510,4.780876494,1.992031873,2.788844622,9.393871617,3.578617759,5.815253858,0,1.291259181,2.022322039,3.31358122,2.374989121,40.862751,-74.075182
625,5720,5.769230769,3.496503497,2.272727273,8.76079228,0.0,8.76079228,0,0.592680862,2.719736032,3.312416894,2.374154598,47.669256,-122.008454
626,2050,5.853658537,3.414634146,2.43902439,8.628384409,6.248140434,2.380243975,0,2.243749113,1.047696052,3.291445165,2.359123239,39.898048,-75.347159
627,5300,12.0754717,6.226415094,5.849056604,4.645760743,3.019744483,1.62601626,0,1.860092329,1.424739947,3.284832276,2.354383491,33.997862,-118.393617
628,10950,9.315068493,5.02283105,4.292237443,6.397008168,3.34612735,3.050880819,0,1.743048172,1.540533125,3.283581296,2.353486859,40.621982,-74.030324
629,4140,8.45410628,1.449275362,7.004830918,6.929686778,3.880624596,3.049062182,0,1.279734241,1.999851351,3.279585593,2.350622963,33.835696,-84.389116
630,8030,7.97011208,3.113325031,4.856787049,7.201696838,1.085187195,6.116509643,0,0.816900004,2.453127996,3.270028001,2.343772617,40.734924,-74.071875
631,2830,4.593639576,2.826855124,1.766784452,9.291893624,5.767382249,3.524511375,0,2.016008699,1.238660468,3.254669167,2.332764266,40.140815,-74.85404
632,4900,5.918367347,3.469387755,2.448979592,8.432762178,1.704494483,6.728267695,0,1.042282209,2.208003964,3.250286173,2.329622782,38.815789,-77.154271
633,5830,9.777015437,5.317324185,4.459691252,5.965593785,4.208287088,1.757306696,0,2.022706952,1.224218214,3.246925166,2.327213801,40.94542,-73.880471
634,1090,3.669724771,0.0,0.0,12.15277778,12.15277778,0.0,0,3.238357843,0.0,3.238357843,2.321073225,42.074962,-88.086284
635,3990,6.26566416,2.506265664,3.759398496,8.142448103,1.07372942,7.068718683,0,0.710946199,2.520848958,3.231795156,2.316369459,33.87632,-84.46209
636,7580,4.617414248,3.034300792,1.583113456,9.146546506,7.397942027,1.748604479,0,2.485668358,0.734300044,3.219968402,2.307892705,40.439213,-74.484303
637,9780,8.077709611,3.169734151,4.90797546,6.92700316,2.349509844,4.577493316,0,1.16336653,2.05170219,3.21506872,2.304380888,41.946606,-87.746787
638,1080,9.259259259,5.555555556,3.703703704,6.160830091,2.594033722,3.566796368,0,1.632937728,1.578249017,3.211186745,2.301598506,40.086002,-75.151408
639,5390,10.01855288,3.710575139,6.307977737,5.662403593,2.538318852,3.124084741,0,1.305354763,1.901721355,3.207076118,2.298652239,34.15404,-118.593153
640,5640,9.574468085,7.446808511,2.127659574,5.934952916,2.294848461,3.640104455,0,1.873793752,1.330633385,3.204427137,2.296753598,45.483213,-122.510515
641,6360,9.433962264,3.459119497,5.974842767,6.014805676,3.470080197,2.544725478,0,1.511018334,1.690870533,3.201888867,2.294934309,37.897665,-122.563172
642,9330,6.538049303,4.072883173,2.465166131,7.833840128,4.844611658,2.98922847,0,1.981327612,1.21440371,3.195731322,2.290520926,30.501927,-97.647251
643,7610,3.679369251,2.496714849,1.182654402,9.60123887,1.935733643,7.665505226,0,0.939026043,2.243099563,3.182125606,2.280769112,25.652131,-80.490508
644,6080,5.427631579,3.125,2.302631579,8.482142857,4.241071429,4.241071429,0,1.659829318,1.520432339,3.180261658,2.279433139,33.940445,-118.129022
645,4820,6.639004149,3.112033195,3.526970954,7.689139091,0.0,7.689139091,0,0.527510559,2.646774717,3.174285277,2.275149604,30.378736,-97.950592
