,Tax_Mjoint,TaxRate_SS,TaxRate_FF,TaxRate_MM,Cns_RateSS,Cns_RateFF,Cns_RateMM,CountBars,FF_Index,MM_Index,SS_Index,TOTINDEX,lat,long
173,1490,19.46308725,8.724832215,10.73825503,22.09660843,7.194244604,14.90236382,0,3.395972339,5.791248112,9.187220451,6.584884201,39.719464,-104.890279
174,3590,32.59052925,14.48467967,18.10584958,13.69023294,6.67483994,7.015392998,0,4.23389916,4.938459191,9.17235835,6.574231881,33.781686,-118.148365
175,1270,24.40944882,6.299212598,18.11023622,18.82302034,5.40891389,13.41410645,0,2.509075373,6.644271692,9.153347065,6.560605658,40.761915,-73.949962
176,1970,33.50253807,13.19796954,20.30456853,12.96414853,6.161971831,6.802176697,0,3.879128871,5.254340969,9.13346984,6.546358779,33.676362,-84.460794
177,2960,26.68918919,5.067567568,21.62162162,11.01984942,0.0,11.01984942,1,0.858986789,6.601476058,7.460462847,6.523711813,39.952896,-75.174298
178,1540,33.76623377,14.28571429,19.48051948,12.6532742,0.91312288,11.74015132,0,2.664845055,6.430484114,9.095329169,6.519021686,38.926576,-76.974446
179,610,26.2295082,21.31147541,4.918032787,17.42738589,17.42738589,0.0,0,8.256324202,0.833639638,9.089963841,6.515176119,42.312975,-71.218882
180,950,37.89473684,7.368421053,30.52631579,9.880338127,7.684707432,2.195630695,0,3.296745442,5.759486863,9.056232304,6.490999246,40.812957,-73.937376
181,3690,28.45528455,20.32520325,8.130081301,15.87301587,10.19657311,5.676442763,0,6.162345502,2.890708509,9.053054011,6.488721224,38.981606,-77.001161
182,4170,15.34772182,6.714628297,8.633093525,24.18934418,16.68230633,7.507037848,0,5.583518642,3.463772214,9.047290856,6.484590518,34.137412,-118.207607
183,1130,38.05309735,2.654867257,35.39823009,9.551098376,5.157593123,4.393505253,0,1.824364731,7.170978034,8.995342765,6.44735704,25.77789,-80.176165
184,4130,34.86682809,7.263922518,27.60290557,11.10035495,1.871571475,9.228783479,0,1.730002479,7.138077526,8.868080005,6.356142233,38.936238,-77.059981
185,730,28.76712329,4.109589041,24.65753425,8.713272543,0.0,8.713272543,1,0.696602985,6.501448773,7.198051758,6.335630266,45.520562,-122.710231
186,1370,27.73722628,5.839416058,21.89781022,15.52210724,11.05362183,4.468485419,0,3.93528541,4.902546065,8.837831475,6.334461784,40.706027,-74.008835
187,5290,36.29489603,6.616257089,29.67863894,10.06696124,1.093244659,8.973716576,0,1.412817628,7.421960467,8.834778095,6.332273293,34.127194,-118.295647
188,3390,40.1179941,15.04424779,25.07374631,7.372914241,1.552192472,5.820721769,0,2.963714836,5.801219811,8.764934646,6.282213427,40.867076,-73.924312
189,5880,22.61904762,12.75510204,9.863945578,12.11662249,6.563170516,5.553451975,1,3.9109675,3.151836739,7.06280424,6.238692432,39.733819,-104.91657
190,3230,33.12693498,20.43343653,12.69349845,11.53011394,5.832881172,5.697232773,0,5.017896213,3.669778338,8.687674551,6.226837725,33.806929,-84.237588
191,1830,36.06557377,20.21857923,15.84699454,9.165460685,6.431902235,2.73355845,0,5.141097951,3.414585097,8.555683047,6.13223362,45.528929,-122.643927
192,4370,22.65446224,9.839816934,12.81464531,17.69383698,0.0,17.69383698,0,1.667915157,6.887055725,8.554970882,6.13172318,39.771649,-104.882471
193,4470,31.99105145,19.46308725,12.52796421,11.47959184,6.37755102,5.102040816,0,4.998553978,3.48311802,8.481671998,6.079186652,37.791887,-122.245334
194,1280,33.59375,7.8125,25.78125,10.34395762,1.177361029,9.166596586,0,1.638003386,6.812723675,8.450727062,6.057007058,40.818267,-73.942856
195,7580,22.95514512,6.72823219,16.22691293,16.80816397,5.145356316,11.66280765,0,2.511566737,5.858366106,8.369932843,5.999098295,37.721052,-122.413573
196,1890,17.98941799,9.523809524,8.465608466,19.84968202,13.2973598,6.55232222,0,5.157705063,3.180978735,8.338683798,5.976700733,39.907845,-75.083563
197,4950,18.18181818,5.858585859,12.32323232,19.65280052,2.685882738,16.96691779,0,1.708778464,6.610055333,8.318833796,5.962473365,40.677916,-74.005154
198,3230,21.3622291,4.024767802,17.3374613,11.23779838,1.886637684,9.351160692,1,1.184958668,5.4306256,6.615584268,5.918150247,38.856868,-77.051492
199,2820,10.28368794,4.255319149,6.028368794,24.40400621,15.65806179,8.745944421,0,4.893718154,3.352386015,8.246104168,5.910344848,26.027459,-80.120219
200,3850,22.5974026,8.571428571,14.02597403,16.47612643,5.492042143,10.98408429,0,2.916382498,5.304432344,8.220814842,5.892218878,47.499387,-122.243852
201,5300,19.81132075,7.924528302,11.88679245,18.11594203,7.17928073,10.9366613,0,3.25632801,4.929189846,8.185517856,5.866919978,34.178483,-118.431791
202,3110,28.93890675,18.97106109,9.967845659,12.27591582,7.599376461,4.676539361,0,5.240732778,2.935777082,8.17650986,5.860463552,37.898189,-122.27913
203,3000,24.66666667,15.33333333,9.333333333,14.99118166,5.996472663,8.994708995,0,4.196986736,3.978888177,8.175874913,5.860008458,42.381409,-71.096714
204,3100,27.41935484,14.83870968,12.58064516,13.18202659,4.126547455,9.055479138,0,3.61486463,4.54552283,8.160387461,5.848907921,33.771079,-84.3336
205,4090,37.16381418,14.66992665,22.49388753,6.888433535,2.310677072,4.577756463,0,3.102378722,5.032702698,8.13508142,5.83076997,40.811407,-73.95306
206,6020,19.6013289,10.29900332,9.302325581,18.02005579,11.158863,6.861192792,0,4.719259127,3.405112837,8.124371963,5.823094033,33.854097,-84.216155
207,3520,28.97727273,7.670454545,21.30681818,11.89184088,3.067339908,8.824500967,0,2.11754951,5.963118964,8.080668474,5.791769824,40.825288,-73.950045
208,920,33.69565217,14.13043478,19.56521739,8.841950141,4.912194523,3.929755618,0,3.704159107,4.363600243,8.06775935,5.782517288,37.866536,-122.257996
209,5220,24.5210728,16.09195402,8.429118774,14.63318173,7.613209413,7.019972316,0,4.756390839,3.299408483,8.055799321,5.77394501,37.921561,-122.298337
